DeltaTime	StreamSample	HeadRotationX	HeadRotationY	HeadRotationZ	HeadSpeedX	HeadSpeedY	HeadSpeedZ	
0.0022577	2487972	0.9143893	0.02933699	-0.4034995	-0.0148253	-0.3472962	0.127127	-0.1556273	 
0.0010196	2487976	0.9143897	0.0293561	-0.4034975	-0.01481232	-0.7738596	-0.2101011	0.2319312	 
0.0010386	2487977	0.9143904	0.02936265	-0.4034956	-0.01480597	-0.9342218	-0.25919	0.3432629	 
0.0010874	2487978	0.9143915	0.02936897	-0.4034931	-0.01479978	-0.9035389	-0.3237878	0.3356125	 
0.00102	2487979	0.9143926	0.0293745	-0.4034904	-0.01479366	-0.820591	-0.3537622	0.3634285	 
0.0010218	2487980	0.9143937	0.02937999	-0.4034878	-0.01478727	-0.827852	-0.3405138	0.3923779	 
0.0010488	2487981	0.9143948	0.02938513	-0.4034851	-0.01478022	-0.8219824	-0.343428	0.4744609	 
0.0010681	2487982	0.9143961	0.02938986	-0.403482	-0.01477372	-0.754898	-0.4088243	0.4353683	 
0.0010328	2487983	0.9143977	0.02939325	-0.4034784	-0.01476874	-0.5511165	-0.4463064	0.3411813	 
0.0010163	2487984	0.9143991	0.02939541	-0.403475	-0.0147653	-0.3596532	-0.4196819	0.2424309	 
0.001458	2487985	0.9144004	0.02939688	-0.4034722	-0.01476231	-0.2720736	-0.3582573	0.2272225	 
0.0010619	2487986	0.9144017	0.02939764	-0.4034694	-0.01476081	-0.1344273	-0.3377806	0.111217	 
0.0029152	2487987	0.914403	0.02939704	-0.4034663	-0.0147606	0.06070291	-0.3782235	0.03986513	 
0.0010462	2487991	0.9144075	0.02939413	-0.4034563	-0.01476164	0.05827641	-0.1792272	0.05202333	 
0.0019295	2487992	0.9144077	0.02939237	-0.403456	-0.01476194	0.1925552	-0.03581052	0.04660492	 
0.0010576	2487994	0.9144059	0.02938753	-0.4034606	-0.01476071	0.210888	0.3722561	0.1879565	 
0.0034918	2487995	0.914404	0.02938524	-0.4034649	-0.01476021	0.1948841	0.5138271	0.1629787	 
0.0028025	2487998	0.9143967	0.02938437	-0.4034815	-0.01476025	-0.09905683	0.7236566	-0.03474121	 
0.0011685	2488001	0.9143901	0.02938513	-0.4034963	-0.0147651	0.1719756	0.5342154	-0.2196993	 
0.0024218	2488003	0.9143876	0.02938093	-0.403502	-0.01477138	0.3944605	0.2695287	-0.2086897	 
0.0019222	2488007	0.9143893	0.02936221	-0.4034991	-0.01478731	0.6612785	-0.1910999	-0.1592716	 
0.0012315	2488008	0.9143904	0.02935719	-0.4034966	-0.01479157	0.7013649	-0.2788922	-0.2112964	 
0.0020378	2488010	0.914393	0.02934867	-0.4034912	-0.0147991	0.5635157	-0.3058251	-0.1907311	 
0.0019181	2488012	0.9143949	0.02934128	-0.403487	-0.01480745	0.6042824	-0.2140241	-0.2995844	 
0.0011936	2488014	0.9143952	0.02933676	-0.4034863	-0.01481584	0.3456504	0.06210485	-0.3262061	 
0.0028108	2488015	0.9143945	0.02933625	-0.403488	-0.01481891	0.1822622	0.2070205	-0.2821944	 
0.0010135	2488018	0.9143906	0.02933832	-0.4034963	-0.01482646	-0.0425691	0.3776278	-0.2429209	 
0.0010247	2488019	0.9143893	0.02934087	-0.403499	-0.01482726	-0.2297629	0.3237781	-0.1879249	 
0.0018606	2488020	0.9143885	0.02934309	-0.4035005	-0.01482808	-0.1922477	0.1858987	-0.1769407	 
0.0035807	2488022	0.9143888	0.02934591	-0.4034998	-0.01483025	-0.06866848	-0.1003176	-0.1696902	 
0.0034965	2488026	0.9143934	0.02935163	-0.4034887	-0.01483445	-0.0834328	-0.442594	-0.167615	 
0.0011669	2488030	0.9143987	0.02935435	-0.4034765	-0.01483523	0.06088508	-0.3338118	-0.01026203	 
0.0013129	2488033	0.9144003	0.02935438	-0.4034729	-0.01483214	-0.04334274	-0.08988273	0.1289753	 
0.0010305	2488035	0.9144005	0.02935433	-0.4034727	-0.01482967	-0.1000784	0.01870159	0.1321667	 
0.0010529	2488036	0.9144001	0.02935489	-0.4034735	-0.01482823	-0.1224342	0.08093987	0.1211548	 
0.0013897	2488037	0.9143997	0.0293553	-0.4034744	-0.01482774	-0.06634515	0.1152387	0.03359373	 
0.0010444	2488039	0.9143986	0.02935538	-0.4034769	-0.01482543	-0.08582977	0.1462289	0.1681017	 
0.0010488	2488040	0.9143984	0.02935491	-0.4034777	-0.01482332	-0.04817715	0.08528518	0.2356507	 
0.0012785	2488041	0.9143983	0.02935427	-0.4034778	-0.01482142	-0.02043956	0.008372562	0.2193904	 
0.0031723	2488042	0.9143984	0.02935315	-0.4034779	-0.01482015	0.05567348	0.007967949	0.1785723	 
0.0010185	2488046	0.9143969	0.02934753	-0.4034817	-0.01481772	0.0655419	0.08979903	0.06295021	 
0.001044	2488047	0.9143966	0.02934787	-0.4034823	-0.01481778	-0.03373364	0.06934412	-0.01985773	 
0.0014369	2488048	0.9143962	0.02934873	-0.4034832	-0.01481749	-0.1014172	0.1096622	-0.006764522	 
0.0029881	2488049	0.9143957	0.02934898	-0.4034843	-0.01481741	-0.03254487	0.1308274	-0.0006191126	 
0.0041722	2488053	0.9143928	0.02934286	-0.4034913	-0.01482091	0.2283426	0.287966	-0.03731779	 
0.0014153	2488057	0.9143903	0.02933205	-0.4034975	-0.01482713	0.297181	0.1316761	0.006710299	 
0.0015053	2488060	0.91439	0.02932322	-0.4034986	-0.01483401	0.5936433	0.02923581	-0.219402	 
0.0018971	2488061	0.9143901	0.0293188	-0.4034982	-0.01483923	0.6772937	-0.02240244	-0.3296744	 
0.0015604	2488063	0.9143918	0.0293108	-0.4034947	-0.01485119	0.6877255	-0.2570465	-0.4643497	 
0.0010378	2488065	0.9143948	0.02930638	-0.4034878	-0.01486149	0.3870532	-0.4313533	-0.4080921	 
0.0014044	2488066	0.9143968	0.02930605	-0.4034831	-0.01486511	0.2081084	-0.552166	-0.3613774	 
0.0011002	2488068	0.9144016	0.02930851	-0.4034719	-0.0148709	-0.07260506	-0.6667469	-0.3379009	 
0.0023233	2488069	0.9144037	0.02931193	-0.4034667	-0.01487165	-0.2944205	-0.6188154	-0.2399615	 
0.0010222	2488073	0.9144098	0.02933404	-0.4034519	-0.01486227	-0.702598	-0.3655301	0.09349597	 
0.001024	2488074	0.9144109	0.02933949	-0.4034491	-0.01485765	-0.7453162	-0.3524327	0.2151142	 
0.0012391	2488075	0.9144122	0.02934427	-0.403446	-0.01485232	-0.7083393	-0.4046246	0.3161308	 
0.0012279	2488076	0.9144136	0.02934891	-0.4034428	-0.01484605	-0.7349571	-0.4111437	0.4161147	 
0.0015838	2488077	0.9144146	0.02935301	-0.4034403	-0.01483887	-0.7229664	-0.3269442	0.5344113	 
0.0012209	2488079	0.9144158	0.02936024	-0.4034378	-0.01482345	-0.6035986	-0.151727	0.6014299	 
0.001036	2488082	0.914416	0.02935911	-0.4034379	-0.01481024	-0.01514248	0.09546178	0.3839366	 
0.0010495	2488083	0.9144154	0.02935684	-0.4034393	-0.01480771	0.1116888	0.1643166	0.3587966	 
0.0010962	2488084	0.9144147	0.02935446	-0.4034412	-0.01480606	0.161027	0.219569	0.2771196	 
0.0016276	2488085	0.9144137	0.02935174	-0.4034437	-0.01480521	0.2290802	0.2989195	0.2124825	 
0.0010006	2488087	0.9144106	0.02934841	-0.4034512	-0.01480353	0.06973901	0.4847267	0.1655051	 
0.0010543	2488088	0.9144086	0.02934934	-0.4034558	-0.01480117	-0.2125101	0.5414745	0.2069706	 
0.0010218	2488089	0.9144063	0.02935305	-0.4034607	-0.01479748	-0.5517434	0.5781983	0.2192069	 
0.0010305	2488090	0.9144039	0.02935935	-0.403466	-0.01479266	-0.8650036	0.6166266	0.2181607	 
0.0012724	2488091	0.9144015	0.02936662	-0.403471	-0.01478726	-0.9867285	0.5772984	0.2328922	 
0.003161	2488092	0.9143994	0.0293746	-0.4034753	-0.01478227	-1.037336	0.4983045	0.1582249	 
0.0015433	2488096	0.9143945	0.02940321	-0.4034848	-0.01477143	-0.6253909	0.03102737	-0.2057905	 
0.001226	2488097	0.9143952	0.02940723	-0.403483	-0.01477208	-0.3703243	-0.2123286	-0.2487394	 
0.00102	2488098	0.9143965	0.02941026	-0.4034798	-0.01477305	-0.252775	-0.3879043	-0.2397359	 
0.0039593	2488100	0.9144003	0.02941388	-0.4034707	-0.01477417	-0.1048577	-0.5977983	-0.1379859	 
0.0012596	2488104	0.9144103	0.02940875	-0.4034482	-0.01478128	0.363041	-0.6356196	-0.1329729	 
0.0011327	2488105	0.9144125	0.02940526	-0.4034434	-0.01478352	0.4648663	-0.5677887	-0.08254529	 
0.0011724	2488106	0.9144142	0.02940161	-0.4034398	-0.01478561	0.4716611	-0.4269924	-0.05738653	 
0.0030986	2488108	0.9144153	0.02939305	-0.4034378	-0.01478909	0.5684694	-0.01361236	0.01871578	 
0.0014073	2488112	0.9144112	0.02936376	-0.4034489	-0.01479405	0.7213097	0.4205334	0.335823	 
0.0010248	2488114	0.9144097	0.02935024	-0.4034534	-0.01479314	0.6103272	0.2098422	0.3350148	 
0.0014525	2488115	0.9144093	0.02934565	-0.4034546	-0.01479198	0.4071747	0.1455861	0.3237567	 
0.0025845	2488116	0.9144092	0.02934213	-0.4034552	-0.014791	0.3086213	0.06474104	0.2566588	 
0.0010335	2488121	0.9144123	0.02933379	-0.4034488	-0.01479248	-0.0170408	-0.1423542	0.03241576	 
0.0010659	2488122	0.9144125	0.02933446	-0.4034482	-0.01479259	-0.06079493	-0.07924222	-0.04193384	 
0.0026723	2488123	0.9144123	0.02933658	-0.4034485	-0.0147925	-0.2181372	0.03360952	-0.0842391	 
0.0013106	2488125	0.9144109	0.02934322	-0.4034513	-0.01479193	-0.3995707	0.1822891	-0.1162895	 
0.0010061	2488128	0.9144075	0.02935555	-0.4034581	-0.0147905	-0.4930632	0.3649347	-0.08927266	 
0.0010368	2488129	0.9144057	0.02936059	-0.4034618	-0.0147891	-0.5807557	0.445756	-0.07356659	 
0.001047	2488130	0.9144039	0.02936441	-0.4034656	-0.01478863	-0.4173246	0.4479053	-0.11275	 
0.0012716	2488131	0.9144022	0.02936773	-0.4034692	-0.01478832	-0.3592119	0.437079	-0.1077707	 
0.0030574	2488132	0.9144005	0.02937032	-0.403473	-0.01478839	-0.2689032	0.4467837	-0.1126327	 
0.0010371	2488137	0.9143953	0.02936995	-0.4034843	-0.01479974	0.2925151	0.15673	-0.2923702	 
0.0012093	2488138	0.9143949	0.02936956	-0.4034852	-0.01480315	0.1886257	0.111466	-0.3234986	 
0.0032536	2488139	0.9143944	0.029371	-0.4034861	-0.01480514	-0.05997188	0.1158322	-0.2612463	 
0.0026486	2488143	0.9143907	0.02938822	-0.4034933	-0.01479845	-0.646104	0.2055609	0.08055471	 
0.0010294	2488147	0.9143889	0.02940007	-0.4034971	-0.01478656	-0.1173797	-0.03961773	0.1643926	 
0.001023	2488148	0.9143894	0.02939861	-0.4034961	-0.01478583	0.1176344	-0.1197816	0.1355962	 
0.0010382	2488149	0.91439	0.02939675	-0.403495	-0.01478541	0.1719345	-0.1332279	0.1225393	 
0.0015586	2488150	0.9143906	0.02939425	-0.4034938	-0.01478493	0.2346451	-0.1520252	0.1560092	 
0.0031792	2488151	0.9143914	0.02939167	-0.4034921	-0.01478487	0.2618933	-0.2004783	0.1162014	 
0.0024845	2488155	0.9143939	0.02938235	-0.403487	-0.01478819	0.2868965	-0.1119131	-0.0704193	 
0.0010255	2488159	0.9143966	0.02937709	-0.4034811	-0.01479686	0.1939251	-0.2650495	-0.2753087	 
0.0010298	2488160	0.9143978	0.02937646	-0.4034783	-0.01480046	0.2323091	-0.3226708	-0.3415872	 
0.0015371	2488161	0.9143991	0.02937582	-0.4034752	-0.01480389	0.2254956	-0.3532943	-0.3237435	 
0.0015065	2488162	0.9144005	0.02937547	-0.4034719	-0.01480579	0.1289758	-0.3914044	-0.1846769	 
0.0016881	2488163	0.9144022	0.0293751	-0.403468	-0.01480728	0.1157377	-0.4582205	-0.1423975	 
0.0013905	2488166	0.914407	0.02937104	-0.4034573	-0.01480883	0.1680987	-0.3444315	0.08538414	 
0.0028707	2488167	0.9144082	0.02936827	-0.4034549	-0.01480861	0.2759298	-0.2940314	0.1388714	 
0.002028	2488170	0.914411	0.02935701	-0.4034494	-0.01480911	0.3589084	-0.150359	0.1722951	 
0.0014722	2488172	0.9144114	0.02935242	-0.4034488	-0.01480796	0.1633039	-0.002980882	0.1503445	 
0.0010189	2488175	0.9144095	0.02935702	-0.403453	-0.01480432	-0.3930282	0.2358488	-0.00981585	 
0.0010356	2488176	0.9144086	0.0293612	-0.4034547	-0.01480316	-0.4768179	0.1983869	-0.06520334	 
0.001218	2488177	0.914408	0.02936517	-0.4034558	-0.01480277	-0.4205406	0.1270986	-0.1342164	 
0.0015926	2488178	0.9144076	0.02936867	-0.4034565	-0.01480105	-0.4303039	0.07608344	0.01954117	 
0.002394	2488179	0.9144074	0.02937138	-0.4034568	-0.01479799	-0.410112	0.02360466	0.1876718	 
0.0010159	2488182	0.9144085	0.02937119	-0.4034548	-0.01478702	-0.05030857	-0.09905956	0.4251206	 
0.0010091	2488183	0.9144086	0.02936961	-0.4034549	-0.01478341	-0.001184189	-0.0001891028	0.4338009	 
0.0010313	2488184	0.9144084	0.02936811	-0.4034555	-0.01477967	-0.01709287	0.05453683	0.4445611	 
0.0010966	2488185	0.9144081	0.02936637	-0.4034564	-0.01477674	0.04304301	0.09244111	0.3748307	 
0.0015257	2488186	0.9144075	0.02936524	-0.403458	-0.01477352	-0.03431849	0.1862639	0.3775941	 
0.0023022	2488187	0.9144064	0.02936627	-0.4034606	-0.01476889	-0.3163978	0.285681	0.4261737	 
0.0018674	2488190	0.914403	0.02937847	-0.403468	-0.01475306	-0.7203199	0.2321763	0.2728232	 
0.0014835	2488192	0.914401	0.02938906	-0.403472	-0.01474428	-0.7101488	0.2164673	0.195393	 
0.0010291	2488195	0.9143999	0.02939576	-0.4034745	-0.01473506	-0.1799775	0.05149646	0.2532378	 
0.0010346	2488196	0.9143997	0.02939552	-0.403475	-0.01473283	-0.07658032	0.06028566	0.2363776	 
0.0012279	2488197	0.9143995	0.02939372	-0.4034756	-0.01473217	0.1510025	0.06656358	0.1481139	 
0.0034323	2488198	0.9143993	0.02939059	-0.4034763	-0.01473306	0.3519098	0.09188705	0.05118025	 
0.0014561	2488201	0.9143965	0.02937764	-0.4034831	-0.01474124	0.604743	0.3513106	-0.1503021	 
0.0025545	2488202	0.9143953	0.02937351	-0.4034861	-0.01474596	0.6156852	0.376421	-0.2839526	 
0.0021012	2488207	0.914389	0.0293656	-0.4035	-0.01477088	0.1552719	0.2881244	-0.4882286	 
0.0020013	2488210	0.9143871	0.02935981	-0.4035043	-0.01478306	0.4581044	0.05941637	-0.2186723	 
0.0010109	2488212	0.9143884	0.0293531	-0.4035015	-0.01478839	0.4058387	-0.2188797	-0.0942003	 
0.0011509	2488213	0.9143898	0.02935052	-0.4034985	-0.01479028	0.3524961	-0.3618012	-0.08281764	 
0.0010473	2488215	0.9143942	0.02934432	-0.4034888	-0.01479642	0.505856	-0.6216313	-0.2014874	 
0.0014226	2488216	0.9143965	0.02934177	-0.4034835	-0.01479973	0.4194271	-0.6161581	-0.2333176	 
0.0010328	2488218	0.9144008	0.02933831	-0.403474	-0.01480575	0.3072759	-0.5528179	-0.2616458	 
0.0020698	2488219	0.9144027	0.02933659	-0.4034698	-0.01480939	0.3470749	-0.4916021	-0.2999307	 
0.0022891	2488221	0.9144049	0.02933542	-0.4034647	-0.01481404	0.06288831	-0.2282167	-0.1544699	 
0.0016469	2488223	0.9144057	0.02933795	-0.4034626	-0.01481522	-0.1279617	-0.09982603	-0.1082876	 
0.0010233	2488226	0.9144049	0.02934651	-0.4034638	-0.01481194	-0.363896	0.08674286	0.06371725	 
0.0010276	2488227	0.9144046	0.02934891	-0.4034643	-0.01480983	-0.3367808	0.05073789	0.1072053	 
0.0012129	2488228	0.9144045	0.02935078	-0.4034645	-0.01480801	-0.2694733	0.01638726	0.1006265	 
0.0010237	2488230	0.9144046	0.02935507	-0.4034642	-0.01480239	-0.3541445	-0.06193643	0.184935	 
0.001048	2488231	0.9144052	0.02935669	-0.4034629	-0.01480018	-0.2567576	-0.1734554	0.1469404	 
0.0013041	2488232	0.9144062	0.02935703	-0.4034606	-0.01479944	-0.06062753	-0.273309	0.05373681	 
0.0034571	2488233	0.9144073	0.02935694	-0.403458	-0.0147993	0.01137621	-0.3089494	0.01161322	 
0.0010345	2488237	0.9144129	0.02935336	-0.4034454	-0.01480968	0.199779	-0.3450594	-0.3987788	 
0.0010266	2488238	0.9144138	0.02935454	-0.403443	-0.01481385	0.07314278	-0.2698256	-0.4778157	 
0.0010458	2488239	0.9144146	0.02935618	-0.403441	-0.01481826	0.03586456	-0.2253843	-0.5217614	 
0.0011531	2488240	0.9144152	0.02935685	-0.4034393	-0.01482339	0.1650161	-0.1864963	-0.550409	 
0.0010328	2488242	0.9144151	0.02935811	-0.4034393	-0.01483182	0.1192034	0.09487369	-0.4116401	 
0.0014288	2488243	0.9144143	0.02935854	-0.4034407	-0.01483457	0.07436768	0.1874132	-0.2915471	 
0.0012231	2488244	0.9144135	0.02935859	-0.4034427	-0.01483698	0.09551826	0.2428224	-0.2410991	 
0.0013208	2488246	0.9144108	0.02935818	-0.4034488	-0.0148377	0.01058227	0.4088682	0.06335988	 
0.0010087	2488249	0.9144063	0.02935295	-0.4034594	-0.01483358	0.1476141	0.4025064	0.2695917	 
0.0010434	2488250	0.9144048	0.02935126	-0.403463	-0.01483104	0.04728733	0.425415	0.3397284	 
0.0013682	2488251	0.9144034	0.02935045	-0.4034663	-0.01482696	-0.109512	0.3816897	0.45487	 
0.0010368	2488254	0.9144014	0.02935139	-0.4034714	-0.01481372	-0.3129462	0.127936	0.3675829	 
0.0010634	2488255	0.9144009	0.02935424	-0.4034723	-0.01480988	-0.4601658	0.09551576	0.2610038	 
0.0029775	2488256	0.9144009	0.02935634	-0.4034723	-0.01480777	-0.3053145	-0.006435462	0.1196641	 
0.0010306	2488261	0.9144071	0.02933885	-0.4034593	-0.01481633	0.7175789	-0.4117798	-0.01204553	 
0.0010269	2488262	0.9144084	0.02933249	-0.4034565	-0.01481881	0.7587331	-0.3159808	0.02567481	 
0.0010948	2488263	0.9144092	0.02932734	-0.4034551	-0.01482024	0.5869463	-0.1654595	0.08177418	 
0.0015481	2488264	0.9144095	0.02932297	-0.4034547	-0.01482139	0.4917066	-0.04604425	0.07696223	 
0.0023802	2488265	0.9144095	0.02931963	-0.4034549	-0.01482216	0.3696399	0.03023467	0.07215229	 
0.0028692	2488268	0.9144073	0.02931994	-0.4034602	-0.01481929	-0.2652283	0.2561035	0.1066386	 
0.0010739	2488272	0.914403	0.02933899	-0.4034687	-0.01481143	-0.7736407	0.2727917	-0.03540365	 
0.0027387	2488273	0.914402	0.02934563	-0.4034705	-0.0148095	-0.7589681	0.2130593	-0.09571791	 
0.0010244	2488277	0.9144001	0.0293685	-0.4034735	-0.01480107	-0.5207407	-0.03680096	-0.02393589	 
0.0016501	2488278	0.9144005	0.02937085	-0.4034725	-0.01480016	-0.2739361	-0.1219998	-0.01474551	 
0.0034819	2488280	0.9144014	0.02937258	-0.4034705	-0.01479682	-0.1725271	-0.1118658	0.1989014	 
0.001319	2488284	0.9144028	0.0293722	-0.4034675	-0.01478734	-0.009413872	-0.05743076	0.2281169	 
0.0017208	2488285	0.914403	0.02937197	-0.4034672	-0.01478641	-0.01705027	-0.0355751	0.103043	 
0.0010302	2488289	0.9144041	0.0293737	-0.4034641	-0.01479996	0.09261581	-0.1213068	-0.4854678	 
0.0010703	2488290	0.9144049	0.02937468	-0.4034621	-0.01480432	0.1001351	-0.2195871	-0.487321	 
0.0020709	2488291	0.9144059	0.02937641	-0.4034595	-0.01480843	0.01572892	-0.2955892	-0.497542	 
0.0013843	2488292	0.914407	0.02937964	-0.4034569	-0.01481129	-0.1900884	-0.3094898	-0.4375906	 
0.0026719	2488296	0.9144112	0.0293906	-0.4034461	-0.01481666	-0.2089219	-0.2522045	-0.06671862	 
0.0010192	2488300	0.9144117	0.02939023	-0.4034455	-0.01480415	-0.06798203	0.08732888	0.427031	 
0.001039	2488301	0.9144111	0.02938937	-0.4034472	-0.01480031	-0.08860753	0.1926047	0.4294996	 
0.0010699	2488302	0.9144103	0.02938905	-0.4034491	-0.01479639	-0.1477686	0.2153378	0.4139064	 
0.002622	2488303	0.9144096	0.02938896	-0.4034508	-0.0147936	-0.1199042	0.1897732	0.2888831	 
0.001074	2488306	0.9144074	0.02938822	-0.4034562	-0.01478636	0.03931611	0.2469554	0.2610086	 
0.0024623	2488308	0.9144058	0.02937927	-0.4034605	-0.01478652	0.5131512	0.2597088	0.1793877	 
