DeltaTime	StreamSample	HeadRotationX	HeadRotationY	HeadRotationZ	HeadSpeedX	HeadSpeedY	HeadSpeedZ	
0.0012854	2457305	0.9143742	0.02937198	-0.4035335	-0.01475787	-0.05070725	-0.4513204	-0.1010985	 
0.0020794	2457306	0.914376	0.02937343	-0.4035294	-0.01475893	-0.08639072	-0.4834141	-0.1812826	 
0.0033907	2457309	0.91438	0.02938368	-0.4035194	-0.01476361	-0.368305	-0.3213667	-0.3595845	 
0.0013245	2457313	0.9143831	0.02939858	-0.403511	-0.01477323	-0.1057408	-0.1513457	-0.4007126	 
0.0013694	2457314	0.9143834	0.0293996	-0.40351	-0.01477614	0.0292467	-0.1096442	-0.3409103	 
0.0012938	2457315	0.9143838	0.02939841	-0.4035091	-0.01477963	0.2783027	-0.101338	-0.3004488	 
0.0010127	2457317	0.914385	0.02939243	-0.4035066	-0.01478608	0.5255387	-0.1590843	-0.1789062	 
0.0010287	2457319	0.9143872	0.02937995	-0.403502	-0.01479593	0.9746664	-0.2911327	-0.2682584	 
0.0011006	2457320	0.9143886	0.0293726	-0.4034993	-0.01480234	1.031945	-0.3004866	-0.3249549	 
0.0010637	2457321	0.9143896	0.0293654	-0.4034972	-0.0148083	0.9962093	-0.2198559	-0.2852309	 
0.0010299	2457323	0.9143903	0.02935156	-0.4034962	-0.0148185	0.9500489	0.01477777	-0.1901571	 
0.0010645	2457324	0.91439	0.0293454	-0.4034973	-0.01482227	0.7838612	0.1530192	-0.1020948	 
0.0010411	2457325	0.914389	0.02934104	-0.4034999	-0.01482439	0.5248798	0.3129986	-0.0132239	 
0.0010222	2457326	0.9143873	0.02933896	-0.4035037	-0.01482452	0.2042615	0.4571731	0.08834869	 
0.0010287	2457327	0.9143855	0.0293382	-0.4035079	-0.01482403	0.0420559	0.5140386	0.09387857	 
0.0012771	2457328	0.9143835	0.02933893	-0.4035124	-0.0148235	-0.1109457	0.527844	0.03201141	 
0.0026785	2457329	0.9143816	0.02934044	-0.4035166	-0.0148227	-0.2007088	0.5088586	0.02396396	 
0.0010933	2457332	0.914378	0.02935313	-0.4035242	-0.01481464	-0.6405736	0.1438897	0.1183548	 
0.0010317	2457334	0.9143776	0.0293633	-0.4035245	-0.01480753	-0.6799669	-0.02869678	0.1408125	 
0.0010269	2457335	0.9143782	0.02936735	-0.4035231	-0.01480456	-0.5359794	-0.1867115	0.1151159	 
0.0044089	2457336	0.9143795	0.02937065	-0.4035199	-0.01480303	-0.389998	-0.3948637	-0.0008850981	 
0.0012366	2457341	0.9143905	0.02937899	-0.4034944	-0.01480483	0.1147477	-0.5559197	-0.2224226	 
0.0010164	2457343	0.9143926	0.02937759	-0.4034895	-0.01481035	0.2465998	-0.2003137	-0.2445541	 
0.0011282	2457344	0.914393	0.02937575	-0.4034886	-0.01481358	0.331297	-0.09097476	-0.2455248	 
0.0010087	2457346	0.9143922	0.02937126	-0.4034905	-0.01481773	0.2326736	0.2050082	-0.04220119	 
0.0011148	2457347	0.9143908	0.02937097	-0.4034938	-0.01481741	0.004841133	0.3877219	0.0532666	 
0.0010244	2457348	0.914389	0.02937084	-0.4034979	-0.01481699	-0.01736447	0.499883	0.0585197	 
0.001036	2457349	0.914387	0.02936962	-0.4035024	-0.01481648	0.08598784	0.540822	0.1169543	 
0.0010211	2457350	0.9143851	0.02936763	-0.4035069	-0.01481589	0.160253	0.5381049	0.1584235	 
0.0010393	2457351	0.9143835	0.02936463	-0.403511	-0.0148145	0.2283651	0.4883632	0.2846401	 
0.001389	2457352	0.9143822	0.02936062	-0.4035141	-0.01481293	0.3247201	0.369584	0.343785	 
0.0016097	2457353	0.9143813	0.02935607	-0.4035166	-0.01481159	0.3906657	0.2869207	0.3425101	 
0.0010273	2457354	0.9143804	0.02935192	-0.403519	-0.0148104	0.3578096	0.2879787	0.3104264	 
0.0039115	2457356	0.9143782	0.0293472	-0.4035244	-0.0148072	0.1188051	0.309987	0.2227881	 
0.0010211	2457360	0.9143763	0.02934934	-0.4035286	-0.01480821	-0.2018661	0.04688809	-0.1757206	 
0.0010762	2457361	0.9143762	0.02935168	-0.4035286	-0.01480952	-0.1770611	-0.0009060932	-0.2356303	 
0.0011523	2457363	0.914376	0.02935402	-0.4035286	-0.0148154	0.03303554	0.03421868	-0.3520022	 
0.0010678	2457365	0.9143755	0.02935611	-0.4035293	-0.01482287	0.06675927	0.05405381	-0.4427067	 
0.0010043	2457366	0.9143754	0.02935601	-0.4035293	-0.01482822	0.2471573	0.01557524	-0.5332665	 
0.0012056	2457367	0.9143755	0.02935436	-0.4035289	-0.0148356	0.4947082	-0.01916977	-0.6704026	 
0.0020987	2457368	0.9143759	0.02935134	-0.403528	-0.01484454	0.7036853	-0.07582374	-0.7681268	 
0.0012038	2457370	0.9143779	0.02934373	-0.4035235	-0.01486345	0.850633	-0.2770902	-0.8014849	 
0.001013	2457372	0.9143803	0.02933753	-0.4035178	-0.01487836	0.5532687	-0.3138346	-0.5438051	 
0.0010061	2457373	0.9143814	0.02933607	-0.4035151	-0.01488274	0.3492955	-0.3057832	-0.3829303	 
0.0014926	2457374	0.9143825	0.02933503	-0.4035127	-0.01488574	0.2454776	-0.2791719	-0.2610298	 
0.0010375	2457377	0.9143832	0.02933946	-0.4035109	-0.01488189	-0.3641554	0.01569069	0.1982813	 
0.0010495	2457378	0.9143831	0.02934116	-0.4035111	-0.01487831	-0.3303494	0.01620898	0.2849867	 
0.0010634	2457379	0.914383	0.02934223	-0.4035116	-0.01487356	-0.3198036	0.03262074	0.4313844	 
0.0010218	2457380	0.9143827	0.02934246	-0.4035125	-0.014867	-0.3163165	0.08514562	0.6524481	 
0.0010345	2457381	0.9143822	0.02934302	-0.4035139	-0.0148584	-0.4421679	0.1337581	0.8432443	 
0.001183	2457382	0.9143817	0.02934255	-0.4035154	-0.01484934	-0.3592251	0.1434997	0.9361715	 
0.0010178	2457384	0.9143804	0.02934037	-0.403519	-0.01483158	-0.2813329	0.2070275	0.9384024	 
0.0010273	2457385	0.9143795	0.02933977	-0.4035216	-0.01482272	-0.3398557	0.2783414	0.9246963	 
0.0010295	2457386	0.9143783	0.02933906	-0.4035244	-0.01481493	-0.2830188	0.3089018	0.8228634	 
0.0010455	2457387	0.9143772	0.02933888	-0.4035273	-0.01480856	-0.2725099	0.3241932	0.655472	 
0.0010327	2457388	0.9143758	0.02933886	-0.4035305	-0.01480294	-0.2572444	0.3638074	0.5749735	 
0.0010331	2457389	0.9143744	0.02934017	-0.4035341	-0.01479715	-0.4002741	0.4028176	0.5331118	 
0.0011838	2457390	0.9143729	0.02934214	-0.4035375	-0.01479171	-0.4495757	0.3897216	0.4679632	 
0.0010225	2457392	0.9143704	0.02934663	-0.4035429	-0.01478443	-0.3714475	0.296282	0.2030606	 
0.0010379	2457393	0.9143693	0.02934948	-0.4035455	-0.01478269	-0.3720143	0.2957635	0.05398875	 
0.0014951	2457394	0.9143683	0.02935195	-0.4035475	-0.01478188	-0.2901756	0.2417502	-0.02302635	 
0.0010083	2457396	0.9143664	0.02935591	-0.4035516	-0.01477768	-0.2830013	0.2531749	0.1982791	 
0.0010306	2457397	0.9143652	0.0293579	-0.4035543	-0.01477359	-0.39053	0.303442	0.3290637	 
0.0010907	2457398	0.914364	0.02935995	-0.4035571	-0.01476861	-0.4352912	0.3176556	0.4171544	 
0.0010597	2457399	0.9143631	0.02936134	-0.4035593	-0.01476461	-0.324333	0.2480393	0.3459601	 
0.0010542	2457401	0.9143618	0.0293631	-0.4035621	-0.01476032	-0.1838551	0.1502424	0.1166953	 
0.0014485	2457402	0.9143612	0.02936436	-0.4035635	-0.01475896	-0.1920613	0.1551805	0.08417593	 
0.0011593	2457403	0.9143605	0.02936615	-0.4035649	-0.01475816	-0.2199566	0.1682716	0.004032165	 
0.0021866	2457404	0.9143596	0.02936783	-0.4035668	-0.01475808	-0.1781518	0.2268123	-0.06080724	 
0.0011119	2457407	0.9143553	0.02937367	-0.4035761	-0.01475908	-0.1678407	0.4100584	-0.1479271	 
0.002444	2457408	0.9143538	0.02937456	-0.4035794	-0.0147607	-0.02875534	0.4040057	-0.1938846	 
0.0035789	2457411	0.914349	0.02937474	-0.4035902	-0.0147675	0.1308294	0.4117498	-0.205022	 
0.0010711	2457415	0.9143469	0.02937703	-0.4035944	-0.0147735	-0.04521946	-0.04875113	-0.1952545	 
0.00102	2457417	0.9143491	0.02937853	-0.4035892	-0.01477992	0.09061617	-0.3722929	-0.4177184	 
0.0026494	2457418	0.9143507	0.02937978	-0.4035853	-0.01478347	0.04329271	-0.4526061	-0.4229848	 
0.0034414	2457422	0.9143599	0.02938374	-0.4035636	-0.01479682	0.04150431	-0.6510429	-0.3362633	 
0.0017118	2457426	0.9143676	0.02938668	-0.403546	-0.01479939	0.04187896	-0.3998013	0.03824131	 
0.0024506	2457427	0.9143686	0.02938519	-0.4035437	-0.01479904	0.1417851	-0.2757895	0.0954755	 
0.001039	2457430	0.9143711	0.02937309	-0.403539	-0.0148016	0.6330729	-0.1359504	0.05316055	 
0.0010397	2457432	0.914372	0.02936255	-0.4035375	-0.01480522	0.5596018	-0.06258708	0.04894932	 
0.0011765	2457433	0.9143721	0.0293582	-0.4035375	-0.01480712	0.5224656	-0.0009390319	0.002030307	 
0.0010017	2457434	0.9143717	0.02935559	-0.4035385	-0.01480804	0.3006177	0.1304062	0.02607685	 
0.0010426	2457436	0.9143692	0.02935527	-0.4035443	-0.01480724	-0.1052457	0.3948745	0.0595866	 
0.0010495	2457437	0.9143676	0.02935668	-0.4035478	-0.01480701	-0.1632727	0.4189114	-0.03099081	 
0.0010542	2457438	0.9143659	0.02935923	-0.4035513	-0.01480667	-0.2823423	0.4223188	-0.07031318	 
0.0010265	2457439	0.9143643	0.02936247	-0.4035549	-0.01480594	-0.3696677	0.4204568	-0.06183298	 
0.0010412	2457440	0.9143628	0.0293665	-0.4035581	-0.01480461	-0.4745178	0.382453	-0.03787551	 
0.0014135	2457441	0.9143616	0.0293696	-0.4035605	-0.01480381	-0.3550214	0.2894835	-0.0512685	 
0.0034045	2457442	0.9143609	0.02937185	-0.4035619	-0.01480359	-0.2401637	0.1640616	-0.07342749	 
0.0010175	2457446	0.9143639	0.02938024	-0.4035548	-0.01480067	-0.4449807	-0.3905462	0.04225495	 
0.0010156	2457447	0.9143651	0.02938394	-0.4035518	-0.01479787	-0.4879238	-0.3738664	0.1105205	 
0.0010321	2457448	0.9143662	0.02938838	-0.4035492	-0.01479392	-0.6142908	-0.3270884	0.1931501	 
0.0015724	2457449	0.9143671	0.0293925	-0.4035469	-0.01478971	-0.5941667	-0.2956866	0.2350322	 
0.0014091	2457450	0.9143679	0.02939615	-0.403545	-0.01478568	-0.5402876	-0.2440155	0.2381448	 
0.001051	2457454	0.9143677	0.02940552	-0.4035451	-0.01477404	-0.2241602	0.06018116	0.1063535	 
0.0010324	2457455	0.9143674	0.02940626	-0.403546	-0.01477331	-0.1090814	0.09768816	0.04247223	 
0.0010262	2457456	0.9143669	0.02940718	-0.403547	-0.01477312	-0.1047616	0.1201322	-0.01924388	 
0.0012439	2457457	0.9143666	0.02940811	-0.4035476	-0.01477324	-0.09018843	0.07403065	-0.05178295	 
0.0010327	2457459	0.9143673	0.02940793	-0.4035459	-0.01477451	0.08931761	-0.1531356	-0.04773007	 
0.0010419	2457460	0.914368	0.0294075	-0.4035443	-0.01477498	0.06910294	-0.1900207	-0.03240844	 
0.0043976	2457461	0.9143689	0.02940667	-0.4035425	-0.01477472	0.07774676	-0.2213725	0.05815974	 
0.0010433	2457467	0.9143763	0.02937454	-0.4035279	-0.01477658	0.9286485	-0.1399448	0.464994	 
0.001113	2457468	0.9143766	0.02936562	-0.4035279	-0.01477548	0.8491388	-0.003027552	0.5068436	 
0.0039913	2457469	0.9143766	0.02935719	-0.4035286	-0.0147741	0.7853382	0.08890556	0.5164952	 
0.0019357	2457473	0.9143752	0.02933381	-0.4035335	-0.01477474	0.4490013	0.2019761	0.09237504	 
0.0010295	2457478	0.9143735	0.02932556	-0.4035377	-0.01478469	-0.007818957	0.08340453	-0.06478766	 
0.0010429	2457479	0.9143732	0.02932668	-0.403538	-0.01478426	-0.1329279	0.04402926	-0.005916178	 
0.0012424	2457480	0.914373	0.02932824	-0.4035384	-0.01478372	-0.1827543	0.04017729	-0.01462709	 
0.0033922	2457481	0.9143727	0.02933082	-0.4035389	-0.01478228	-0.3251203	0.05798423	0.03217104	 
0.0032419	2457485	0.9143735	0.02934343	-0.4035363	-0.01478151	-0.2846546	-0.1943109	-0.2207309	 
0.0010385	2457489	0.9143789	0.02935679	-0.4035226	-0.01479241	-0.1200527	-0.4903166	-0.5275717	 
0.0010266	2457490	0.9143807	0.02935995	-0.4035183	-0.01479601	-0.1450276	-0.4931521	-0.5131829	 
0.0010137	2457491	0.9143825	0.02936339	-0.4035139	-0.01479877	-0.2106213	-0.5249267	-0.4409246	 
0.0011444	2457492	0.9143845	0.0293662	-0.4035089	-0.01480127	-0.1564348	-0.5947838	-0.3892353	 
0.0010492	2457494	0.9143885	0.0293743	-0.4034993	-0.01480092	-0.5165441	-0.5495411	-0.07263127	 
0.0011721	2457496	0.9143919	0.0293846	-0.4034913	-0.01479312	-0.6530246	-0.4786963	0.1921001	 
0.0032183	2457497	0.9143929	0.02938845	-0.4034887	-0.01478865	-0.5777994	-0.3255853	0.2717884	 
0.0010477	2457502	0.9143884	0.02939324	-0.4034995	-0.01476969	-0.09336636	0.5404463	0.2766433	 
0.0010192	2457503	0.9143862	0.02939312	-0.4035044	-0.01476782	-0.08489051	0.5770665	0.2063451	 
0.0041817	2457504	0.9143844	0.0293924	-0.4035086	-0.01476711	0.02816036	0.508495	0.1134416	 
0.0037062	2457508	0.9143789	0.02938298	-0.4035216	-0.01477263	0.5043682	0.3130527	-0.1054137	 
0.0010101	2457512	0.9143773	0.02935995	-0.4035262	-0.01479125	0.8361408	0.03949389	-0.2140254	 
0.0010189	2457513	0.9143778	0.02935449	-0.4035252	-0.01479642	0.7816232	-0.09834126	-0.2799172	 
0.0010368	2457514	0.9143785	0.02934969	-0.4035238	-0.01480172	0.7228596	-0.1525702	-0.3239188	 
0.001164	2457515	0.9143791	0.02934512	-0.4035225	-0.01480705	0.7007795	-0.1328309	-0.3356859	 
0.0010247	2457517	0.9143799	0.02933472	-0.4035211	-0.01481875	0.8000618	-0.0324199	-0.3688456	 
0.0010342	2457518	0.9143798	0.02932984	-0.4035214	-0.01482427	0.7348899	0.05716906	-0.3372847	 
